angle	x1	y1	x	y2	length
-49.3636616775	231749.984	903793.7499	231739.5781	903805.8751	15.9782110954
-49.3626051457	230741.4842	903571.4999	230707.9057	903610.6249	51.5585229368
-49.2976411004	231762.6718	903779.0002	231749.984	903793.7499	19.4559481655
-49.2587199034	230387.5622	905331.4999	230436.0153	905275.25	74.241189033
-49.2449832275	230605.9374	905089.8753	230573.7812	905127.1878	49.2569168202
-49.2345813522	230390.2497	905344.4376	230388.6871	905346.2501	2.39308901115
-49.2038237621	230573.7812	905127.1878	230559.7027	905143.5001	21.5475124695
-49.185591631	229002.679	904082.1651	229015.6474	904067.1487	19.8411609443
-49.1754987565	229210.6247	902991.5626	229193.5623	903011.3125	26.099502752
-49.1356380712	230730.8121	904926.0	230759.5778	904892.7502	43.9660630079
-49.0940126768	231239.4877	904462.1879	231231.203	904471.75	12.6518777457
-49.0932230905	231252.4843	904447.1878	231239.4877	904462.1879	19.8472822211
-49.0842925464	231868.5734	900615.9804	231872.1425	900611.8624	5.44944022957
-49.0836169519	229319.3136	904283.8706	229326.1201	904276.0175	10.3922866504
-49.083498081	231848.2577	900641.7872	231851.8269	900637.6692	5.44950572112
-49.0670160171	230783.0151	904862.5627	230815.2655	904825.3751	49.2240377633
-49.0542178572	233499.2499	901144.8124	233502.0152	901141.6252	4.21961229399
-49.012628507	230355.2499	905368.6875	230387.5622	905331.4999	49.2646153485
-49.0027460708	229578.8183	904091.9039	229574.8789	904096.4361	6.00497370482
-48.9724701447	228890.8239	904213.1316	228919.4063	904180.2832	43.5427487929
-48.9650431314	229505.5127	901830.5125	229497.9371	901839.2165	11.5390351127
-48.9275551054	230639.1093	905051.8127	230605.9374	905089.8753	50.4889737346
-48.9259029514	231957.8713	903509.5028	231946.892	903522.1001	16.7103858659
-48.9098416082	230508.4684	905188.4379	230552.2214	905138.2655	66.5702240526
-48.9094539858	230552.2214	905138.2655	230566.4058	905122.0002	21.5814083763
-48.909319965	230475.8745	905244.25	230464.0468	905257.8128	17.9956670086
-48.9031879399	232530.2653	900560.1878	232517.7812	900574.5002	18.9920390295
-48.9013542312	230464.0468	905257.8128	230443.7655	905281.0628	30.8527734527
-48.828572367	233554.8997	901913.2609	233576.609	901888.4376	32.9771122001
-48.8284766868	231515.4951	902135.3599	231522.2458	902127.6409	10.25450689
-48.817081977	229406.1335	904509.8648	229411.6805	904503.5247	8.42413657086
-48.8144246666	230590.4371	903975.8749	230561.0155	904009.5	44.6797257895
-48.8116535782	229491.3861	905291.3483	229495.051	905287.1602	5.56521999498
-48.7785998109	232536.4528	900553.1252	232530.2653	900560.1878	9.38964722628
-48.7784820391	231903.4682	901524.4379	231897.2812	901531.4999	9.38886643707
-48.7680466374	232964.8489	902560.1678	232975.4846	902548.0324	16.136481888
-48.7207802289	231254.8436	904444.5003	231252.4843	904447.1878	3.57616452592
-48.7066956031	231908.1561	902220.6877	231881.0933	902251.4999	41.0095941515
-48.6679302822	232065.0309	901453.3753	232045.2969	901475.8127	29.8808914672
-48.6106184577	229410.5935	902881.5625	229400.7339	902892.7502	14.9122883369
-48.5772111648	228797.1115	904908.4768	228794.251	904911.7188	4.32354302257
-48.5769671196	229597.1944	902893.9672	229617.2771	902871.2063	30.3541332933
-48.5698251116	231807.6807	900977.3664	231802.7481	900982.9554	7.45435870934
-48.5033142828	229195.0036	903653.7532	229203.5571	903644.0841	12.90944836
-48.5030280464	233625.4041	901835.5086	233670.1406	901784.9378	67.518591847
-48.4782604632	231897.2812	901531.4999	231886.6562	901543.5001	16.0279576092
-48.4415050057	232999.9997	902520.4376	233029.4218	902487.2503	44.3515146272
-48.3822517476	232975.4846	902548.0324	232999.9997	902520.4376	36.9115580153
-48.3660160142	235458.593	902194.5727	235461.4366	902191.3737	4.28014742172
-48.3655970435	231004.6569	902260.1901	231009.0493	902255.2488	6.61132539127
-48.3594379346	230284.6871	905442.1876	230297.9678	905427.2505	19.9873447179
-48.3047184932	230875.0466	904750.0	230896.0842	904726.384	31.6274575316
-48.3036433585	230896.0842	904726.384	230914.1875	904706.0627	27.2155232266
-48.2815550917	232058.3866	900446.4157	232063.8277	900440.3127	8.1763181289
-48.2648063336	231767.328	902365.8126	231696.6873	902445.0	106.116694331
-48.2379673634	230847.95	902492.4496	230854.8139	902484.7625	10.3055630418
-48.2294451267	231152.1093	904720.6875	231183.203	904685.8751	46.6767755236
-48.227710193	233458.2653	902018.8752	233475.1249	902000.0004	25.3081841944
-48.219819565	231183.203	904685.8751	231205.8749	904660.5003	34.0278639429
-48.2133755471	229302.7028	904302.4377	229311.8097	904292.2474	13.6666690039
-48.1961183178	229716.2652	902695.5001	229706.0933	902706.8752	15.2597657094
-48.1755613653	232970.1609	901518.044	232967.563	901520.9471	3.89577642982
-48.1541164397	228957.8856	904134.2954	228978.3626	904111.43	30.6942021585
-48.1461590749	229311.8097	904292.2474	229319.3136	904283.8706	11.2463013279
-48.1327124401	233149.4842	902357.9375	233203.5934	902297.5625	81.0737081286
-48.1204796518	232028.0803	900463.4745	232031.6495	900459.4937	5.34658369722
-48.1017441584	230913.9059	903097.5	230939.8121	903068.6253	38.7927763689
-48.0922922261	230591.2343	903345.8753	230605.8749	903329.5625	21.9192748996
-48.0909583203	231043.9779	902353.885	231049.5383	902347.6898	8.32457513741
-48.0146900425	232023.139	900468.9652	232028.0803	900463.4745	7.38676060368
-48.0134323386	229747.7363	902044.9611	229743.7601	902049.3792	5.943885433
-48.0108259447	230138.3969	902416.8237	230135.2015	902420.3739	4.77645278428
-47.9388795814	231949.1248	901409.5	231934.6874	901425.5	21.5508356848
-47.934545485	233317.4059	902174.2504	233376.6873	902108.5628	88.4824568989
-47.9235325941	234927.7575	902342.4168	234913.6535	902358.0389	21.0469195953
-47.9112327864	233664.9321	901577.4831	233660.044	901582.895	7.29261154797
-47.9070626885	230737.25	903863.3128	230739.7342	903860.5628	3.70590739817
-47.8850590465	232204.5089	903258.0315	232186.3436	903278.1249	27.0873189466
-47.8836350749	232213.5779	903248.0004	232204.5089	903258.0315	13.5229334171
-47.8634720721	230994.7732	902270.8975	230999.9895	902265.1319	7.77508386314
-47.8620408917	231843.0415	900647.5524	231848.2577	900641.7872	7.77472015567
-47.851811472	233315.7655	902176.0628	233317.4059	902174.2504	2.44452570596
-47.8154083211	231413.5426	902609.6347	231406.3357	902617.5871	10.7321979744
-47.803719164	235283.8976	902055.2513	235280.2992	902059.2203	5.35737282577
-47.7944990425	230933.8903	904699.4374	230911.0469	904724.6253	34.003694361
-47.7831710342	230564.5729	904885.4844	230546.9831	904904.8718	26.1777069824
-47.731086856	230013.75	902643.3125	230020.7521	902635.6089	10.4103245557
-47.7293056573	229981.0373	904668.5541	229984.4134	904664.84	5.01922205541
-47.7284247159	229428.6005	901796.7615	229433.5065	901791.3645	7.29358930549
-47.7278691039	231009.0493	902255.2488	231014.54	902249.2087	8.16275654752
-47.727613382	229796.6891	902700.6171	229800.4712	902696.4566	5.62263645151
-47.7194172591	229602.0933	905368.1878	229591.7498	905379.5629	15.3746834855
-47.7110048242	233376.6873	902108.5628	233409.506	902072.4816	48.7741741413
-47.71097734	233409.506	902072.4816	233458.2653	902018.8752	72.4645807118
-47.6985594625	231940.5621	903517.8126	231914.3436	903546.6249	38.9558515953
-47.6160785754	229336.6402	904258.5624	229340.0624	904254.8125	5.07673151245
-47.6126883037	233420.5468	901110.1874	233437.3747	901091.7503	24.9620687185
-47.6019621903	228822.9086	903316.0728	228812.1582	903327.8468	15.9435935771
-47.5906373073	233284.9374	902209.8128	233315.7655	902176.0628	45.7103297933
-47.5833728131	233259.6405	902237.5003	233284.9374	902209.8128	37.503743889
-47.5586467317	233503.8338	901969.1042	233554.8997	901913.2609	75.6716611281
-47.5209373689	229096.5143	903570.6351	229087.0929	903580.9243	13.9510004899
-47.490977812	229550.372	903824.3716	229546.5331	903828.5597	5.68131453464
-47.4531722433	228377.9038	903873.6454	228365.8472	903886.7813	17.8301282252
-47.4495175361	232900.8371	902629.3958	232936.6561	902590.3753	52.9679165239
-47.4481887289	231253.2969	904611.0626	231292.6558	904568.1878	58.2011295812
-47.3813285367	233101.2339	902410.375	233149.4842	902357.9375	71.2585633879
-47.3477525759	230085.453	902209.8128	230086.3746	902208.8124	1.36020098676
-47.327125666	233576.609	901888.4376	233625.4041	901835.5086	71.989171585
-47.3005390663	231020.4372	902257.8753	230993.5623	902286.9999	39.6295669331
-47.2917638907	229544.6131	905327.473	229540.4249	905332.0104	6.17486987495
-47.2546085997	230553.5152	903703.4377	230558.6562	903697.8753	7.57431018431
-47.2521188647	229839.1247	904404.6253	229856.1093	904386.2501	25.0224821349
-47.2244805445	231102.2343	902777.2502	231086.9685	902793.7499	22.4785397582
-47.1591648785	229415.4114	904223.6056	229421.2984	904217.2573	8.65781045633
-47.1517563714	232936.6561	902590.3753	232945.9223	902580.3856	13.6255850757
-47.1402499108	232816.8793	902722.2992	232877.1289	902657.3715	88.5755074909
-47.1201991216	232013.5257	900496.3936	232022.3956	900486.8417	13.0351033571
-47.1016129171	233475.1249	902000.0004	233503.8338	901969.1042	42.1755392824
-47.09652493	230384.609	903861.125	230403.3123	903841.0003	27.4739327526
-47.090159143	230358.734	905378.4375	230333.984	905405.0625	36.3517967231
-47.06617534	230313.3867	905682.8671	230247.2655	905753.9378	97.0724342305
-47.0638302615	230247.2655	905753.9378	230178.937	905827.375	100.30855525
-47.0592179874	230388.6871	905346.2501	230358.734	905378.4375	43.9683626993
-47.0457115844	229788.0128	905064.5313	229780.8616	905072.2123	10.4946377958
-47.0288310107	230853.453	902502.5002	230820.9062	902537.4376	47.7484670885
-46.9805187995	233203.5934	902297.5625	233259.6405	902237.5003	82.1507473313
-46.9652474763	233064.9955	902449.1887	233101.2339	902410.375	53.1010823122
-46.9351040244	233029.4218	902487.2503	233064.9955	902449.1887	52.0977305257
-46.9335897434	231783.1093	900714.4375	231763.6559	900735.2503	28.4887243571
-46.9295932457	230304.8906	905435.8127	230302.2031	905438.6876	3.93544232224
-46.928521708	232541.6972	901710.001	232537.5761	901714.4093	6.03461466201
-46.9217458533	230350.1258	905374.1674	230355.2499	905368.6875	7.50237994259
-46.9207720416	230321.9371	905404.3124	230350.1258	905374.1674	41.2713439634
-46.8892484367	232945.9223	902580.3856	232964.8489	902560.1678	27.694324764
-46.8832814522	231523.8371	902125.4286	231526.7504	902122.3172	4.26240857172
-46.8542948027	232811.5607	902727.9737	232816.8793	902722.2992	7.7773682077
-46.847677888	233252.8294	900687.9215	233255.4723	900685.1024	3.86422634
-46.8473907084	235455.0187	902221.5817	235470.4811	902205.0886	22.6077013726
-46.8293388888	230972.5468	904655.6875	230954.3124	904675.1251	26.6517098389
-46.7628878772	230939.8121	903068.6253	230968.8435	903037.7501	42.3804219083
-46.7623278819	232186.3436	903278.1249	232183.6408	903280.9993	3.94554219294
-46.7593507895	232183.6408	903280.9993	232158.4842	903307.7503	36.7215267192
-46.7434021287	232000.2654	903460.7502	232023.906	903435.6253	34.4983850121
-46.7064061182	233670.1406	901784.9378	233685.8053	901768.3111	22.8435982035
-46.6368716382	229380.3942	904294.3415	229374.4606	904300.6242	8.64175492602
-46.6366904778	230863.0469	904664.5001	230878.4529	904648.1878	22.4373787997
-46.6360220188	229406.797	904183.7162	229401.9299	904188.8695	7.08838227582
-46.6356918781	230999.9895	902265.1319	231004.6569	902260.1901	6.797500279
-46.6030968887	231789.2656	903750.875	231762.6718	903779.0002	38.7073258377
-46.5891771867	230809.5147	902535.003	230819.1239	902524.8454	13.9826164292
-46.5858572134	230333.984	905405.0625	230304.8906	905435.8127	42.3320295194
-46.5782545099	231505.0851	902145.9823	231509.9998	902140.7891	7.15007708122
-46.5475888845	230538.1091	903691.1876	230533.6092	903695.9374	6.54291219585
-46.5365953666	230349.4059	903895.5626	230370.3749	903873.4376	30.4830212719
-46.4976857072	230939.7655	904673.6249	230964.4997	904647.5626	35.9308242431
-46.4204489023	228786.5623	903436.8864	228776.4943	903447.4664	14.6048287893
-46.3738924849	231184.5624	904361.0628	231209.0467	904335.3752	35.4870925895
-46.3307486944	229310.7427	904281.4882	229307.7363	904284.6376	4.35398223943
-46.3017491283	231846.0782	900657.7826	231872.3253	900630.3149	37.9919044259
-46.2836977401	234810.6662	901699.7067	234801.1732	901709.6349	13.7363097022
-46.2463933347	229656.0632	902025.1539	229652.7495	902028.615	4.79164072806
-46.2153075743	231230.8774	902552.7223	231236.5939	902546.758	8.26143127555
-46.2069421821	229840.3432	904113.5625	229872.2808	904080.2502	46.1488854165
-46.1921824448	231205.8749	904660.5003	231253.2969	904611.0626	68.5049798562
-46.1693441505	229998.52	902071.3225	230002.9928	902066.6633	6.45864416428
-46.1678023185	231973.5032	900533.5397	231977.785	900529.0797	6.1826702322
-46.1177193611	231814.3905	903724.7502	231789.2656	903750.875	36.2459070101
-46.0799311361	231133.3926	902968.6219	231140.8668	902960.8605	10.7751100055
-46.0788000493	230835.596	902506.1764	230842.7343	902498.7641	10.2906519801
-46.075707304	231086.9685	902793.7499	231068.1873	902813.2499	27.073667533
-46.0415963402	229257.9371	902907.0626	229254.562	902910.5627	4.86230398239
-46.0328413543	231823.328	902307.8127	231800.781	902331.1876	32.4769635131
-45.9862807373	231800.781	902331.1876	231767.328	902365.8126	48.145548435
-45.9791985116	231231.203	904471.75	231210.5464	904493.125	29.7251702854
-45.9735771524	235455.157	902198.1275	235458.593	902194.5727	4.94395581196
-45.9166503447	231806.1719	900690.6249	231783.1093	900714.4375	33.1500141378
-45.8964758751	232095.9843	901421.4378	232065.0309	901453.3753	44.4760258776
-45.7981808326	232100.406	901475.1251	232118.0935	901456.9378	25.3697760643
-45.777818977	234897.4446	902353.7576	234922.4824	902328.0306	35.8994423034
-45.7577927566	233480.953	901861.5627	233439.5625	901904.0628	59.3248008049
-45.7298948222	230351.8277	902876.0001	230349.3905	902878.5002	3.49148160744
-45.7259681102	229367.0008	904217.2133	229361.4179	904222.9395	7.99738324638
-45.6984736021	229632.1093	902871.5001	229607.5706	902896.6445	35.1338675478
-45.6794955875	228591.437	903363.4999	228601.6975	903352.9931	14.68573139
-45.6452057048	232240.3433	903220.6253	232213.5779	903248.0004	38.2855421413
-45.6281276955	232118.5466	901398.3753	232095.9843	901421.4378	32.2635442471
-45.5893613049	229873.8746	904078.6876	229893.4059	904058.7503	27.9099912402
-45.5838772441	229421.2984	904217.2573	229425.5234	904212.9453	6.03688404757
-45.5051306927	228570.3124	903385.0003	228591.437	903363.4999	30.1415979251
-45.4968385649	233386.4215	901948.7502	233343.5466	901992.3752	61.1669655522
-45.4119064421	231345.7809	902934.8095	231339.0625	902941.6252	9.5703011994
-45.3976870598	229105.3775	903561.648	229096.5143	903570.6351	12.6223722243
-45.331539041	233175.4529	902146.2501	233207.7027	902113.6249	45.8743204318
-45.2479073116	229266.0308	903116.5628	229250.0032	903132.7297	22.7651623589
-45.2272374865	230214.7965	905672.0004	230212.8125	905674.0002	2.81699414819
-45.1890858641	230735.0151	903865.5625	230737.25	903863.3128	3.17110833679
-45.1306250136	231118.8124	902961.0003	231129.1404	902950.6251	14.6394111585
-45.1299846211	228454.8277	903459.6253	228478.9061	903435.4374	34.1295158647
-45.0728400722	231339.5648	902967.1382	231326.3275	902980.4092	18.7442138368
-45.02848354	228494.8313	903038.3758	228498.9529	903034.2501	5.8317224764
-45.0039396424	229495.051	905287.1602	229499.4137	905282.7969	6.17021378707
-45.0030931792	229533.1596	905204.08	229536.864	905200.3752	5.23909557187
-45.0028820842	229491.812	901846.6308	229485.8483	901852.5951	8.43436969359
-45.001510153	229421.4049	901806.4101	229411.9201	901815.8954	13.4138863495
-45.0009220933	231146.6278	902487.2365	231149.7346	902484.1296	4.39374940433
-45.0008637703	234002.2059	901036.4834	233998.8892	901039.8002	4.69059283254
-45.0000000083	231636.6282	902193.9234	231642.3651	902188.1865	8.11320178057
-45.0000000041	231814.2154	900674.1825	231821.6276	900666.7703	10.4824337646
-44.9999999897	229411.256	904227.761	229415.4114	904223.6056	5.87662303781
-44.9999999897	231230.6091	904457.8128	231234.1091	904454.3128	4.94974746831
-44.9999999897	232067.6139	900428.7456	232069.536	900426.8235	2.71825988836
-44.9999999783	230800.1804	902544.3373	230809.5147	902535.003	13.2006936582
-44.9999999747	229514.8285	904106.9643	229507.7455	904114.0473	10.0168746657
-44.9999999635	229546.8669	905165.551	229550.9419	905161.476	5.76292026825
-44.9999999245	229326.7991	901791.7735	229328.4344	901790.1382	2.31266344015
-44.9964268037	235498.657	902186.8773	235493.8462	902191.6875	6.80307435456
-44.9918662814	230154.6478	904621.9119	230152.8865	904623.6727	2.49050081759
-44.9544242871	231108.8657	904763.8608	231150.8252	904721.968	59.2925487085
-44.9195722581	231150.8252	904721.968	231152.1093	904720.6875	1.81344783912
-44.8855643803	229893.4059	904058.7503	229913.0467	904039.1878	27.7209745655
-44.7819915219	235451.767	902201.4918	235455.157	902198.1275	4.77604590414
-44.7657448954	230049.7344	903566.2504	230070.7811	903545.3751	29.6435782407
-44.7106739093	229331.1792	902705.5558	229336.1251	902700.6596	6.9595043812
-44.7074446519	231696.6873	902445.0	231686.0085	902455.5703	15.0255785727
-44.6768192982	231208.2967	904479.8749	231230.6091	904457.8128	31.3780090184
-44.6588442434	231983.0479	900524.0841	231989.0961	900518.1075	8.50296835413
-44.6533291948	231509.9998	902140.7891	231515.4951	902135.3599	7.72492943187
-44.6472898856	233419.2591	901981.0948	233468.0875	901932.8639	68.6325896461
-44.6344768695	229990.1872	903643.4374	230012.406	903621.5003	31.2235717008
-44.6046598292	231408.6249	902902.2504	231397.2646	902913.455	15.9561736377
-44.5465628936	230265.4528	905622.1874	230220.6871	905666.2501	62.8131310146
-44.4865055	231979.1403	903481.5	232000.2654	903460.7502	29.6112149385
-44.4543905376	231663.1283	902484.039	231633.3821	902513.224	41.6725405936
-44.4336680076	229872.2808	904080.2502	229873.8746	904078.6876	2.23202087722
-44.3824267055	230288.9945	905451.6141	230264.8435	905475.25	33.7924040191
-44.3815783223	230302.2031	905438.6876	230288.9945	905451.6141	18.4813829676
-44.3094855968	230220.6871	905666.2501	230214.7965	905672.0004	8.23195714649
-44.2777693265	231849.6714	902282.1252	231823.328	902307.8127	36.7943253762
-44.2644420561	231881.0933	902251.4999	231849.6714	902282.1252	43.8776115983
-44.2132270546	230325.7653	903918.5627	230349.4059	903895.5626	32.9830648732
-44.1981911145	230180.3297	902409.6792	230177.2142	902412.7087	4.34559668175
-44.1716303178	230819.1239	902524.8454	230828.7326	902515.5106	13.3964774061
-44.1507359827	230820.9062	902537.4376	230781.3122	902575.8749	55.1825232005
-44.1456503753	229023.4969	904059.8112	229029.2989	904054.1797	8.0856042622
-44.1171045727	231782.9178	900701.6365	231791.9777	900692.8516	12.6196773362
-44.0612576054	231774.4074	900709.8725	231782.9178	900701.6365	11.8430825464
-44.0294575695	231791.9777	900692.8516	231800.2137	900684.89	11.4550761862
-43.9918625486	232082.3436	901492.5628	232100.406	901475.1251	25.1062477333
-43.9608326297	233302.4529	902029.1874	233332.7183	902000.0004	42.0461104752
-43.9159614748	229650.2714	902758.789	229646.5236	902762.3976	5.20269149442
-43.9014630514	230236.2488	905488.8032	230284.6871	905442.1876	67.2256131982
-43.9009509652	230234.0308	905490.9377	230236.2488	905488.8032	3.07824857061
-43.850865173	233375.6561	901153.3126	233420.5468	901110.1874	62.2491592093
-43.7948859891	234922.4824	902328.0306	234950.9614	902300.7251	39.4543251293
-43.7642183976	232993.3437	901594.4999	232999.9997	901588.125	9.21638139571
-43.7448806421	229256.6714	903042.1876	229247.203	903051.25	13.1063989073
-43.7406274283	230297.9678	905427.2505	230321.9371	905404.3124	33.1765545877
-43.7292360459	229659.0087	902020.5889	229662.3956	902017.349	4.68700796078
-43.727320466	230774.5681	902568.092	230782.733	902560.282	11.2987473672
-43.7262908101	231365.5017	902920.327	231358.4145	902927.1059	9.80723656688
-43.7237819363	230896.9515	903049.2742	230921.9258	903025.3884	34.557880467
-43.722781393	230781.3122	902575.8749	230770.9381	902585.7965	14.3547935345
-43.7148834225	232031.6495	900459.4937	232036.214	900455.1295	6.31513277173
-43.7115753596	230285.6245	903956.9376	230325.7653	903918.5627	55.5330241815
-43.6761401678	230938.7578	904571.8557	230912.1594	904597.2525	36.775974938
-43.6680283009	231768.3673	900715.6381	231774.4074	900709.8725	8.35014678762
-43.6245226197	229522.4496	904111.4495	229533.6189	904100.804	15.429839034
-43.5803459112	231980.1402	900537.1252	231988.5468	900529.1252	11.6047802073
-43.5122939822	232999.9997	901588.125	233004.0153	901584.3127	5.53702759784
-43.5074136094	231977.785	900529.0797	231983.0479	900524.0841	7.25631695797
-43.4251402469	229997.1791	902658.9966	230013.75	902643.3125	22.8163476391
-43.4099485116	232240.3811	903293.5095	232232.1246	903301.32	11.3654609439
-43.3568697806	231633.3821	902513.224	231621.1089	902524.8127	16.8798520693
-43.2713708062	233270.4529	902059.3125	233302.4529	902029.1874	43.9490801964
-43.2668159769	232336.7564	901689.8815	232355.6871	901672.0628	25.9976435899
-43.1500034406	231014.54	902249.2087	231018.9329	902245.0907	6.02125355671
-43.125384167	231688.7651	902827.25	231714.656	902803.0002	35.4738143271
-43.1128133236	234960.781	902311.5001	234927.7575	902342.4168	45.2370853528
-43.0742336455	231898.8121	901142.4377	231879.3592	901160.625	26.630681548
-43.0691161502	229015.6474	904067.1487	229023.4969	904059.8112	10.744931665
-43.0228257115	229791.1247	904158.875	229816.6402	904135.0624	34.9010122889
-43.0225874978	231810.0969	900678.0261	231814.2154	900674.1825	5.63340955414
-42.9799631704	234166.7002	901471.7741	234180.1346	901459.2551	18.3632367596
-42.9694336161	233529.9996	901815.8749	233480.953	901861.5627	67.0294266754
-42.9645172953	228739.4997	903308.8127	228758.625	903291.0002	26.1354597482
-42.9395267901	231344.375	904326.4377	231316.7029	904352.1878	37.7996397934
-42.8806616903	233268.7029	902060.9376	233270.4529	902059.3125	2.3881896942
-42.86498469	228435.703	903477.3753	228454.8277	903459.6253	26.0924634693
-42.8068463752	228535.8594	905347.6873	228554.2807	905330.6249	25.1091574445
-42.79531592	230782.733	902560.282	230792.3187	902551.407	13.0633559796
-42.7732823965	231372.3435	904300.5628	231344.375	904326.4377	38.1018036627
-42.7694017681	231832.0601	900657.7104	231843.0415	900647.5524	14.9591480398
-42.7687598498	229670.6424	902011.4584	229676.5329	902006.0097	8.02410879504
-42.7310317653	231326.3275	902980.4092	231321.9417	902984.4607	5.97075321259
-42.7092744894	229617.2771	902871.2063	229656.439	902835.057	53.2956499416
-42.7055226476	231872.1425	900611.8624	231875.7117	900608.5682	4.85705078088
-42.7017484752	229379.2965	903099.4999	229360.6714	903116.6877	25.3439306084
-42.6649988978	230086.3746	902208.8124	230093.3593	902202.375	9.49874480408
-42.6086689667	231532.984	902134.5002	231519.734	902146.6879	18.0028478659
-42.5765047893	230993.6873	904623.9374	231015.0469	904604.3124	29.0064326859
-42.5562861238	232036.214	900455.1295	232041.655	900450.1339	7.38650799474
-42.5519427063	235080.7457	901991.3025	235072.1042	901999.2354	11.7305764875
-42.5373010072	230264.8435	905475.25	230240.5936	905497.5	32.910790788
-42.5109856079	234180.1346	901459.2551	234188.8064	901451.3058	11.7639910664
-42.5098851241	229494.3633	904155.0422	229499.9037	904149.9636	7.51586389636
-42.5096769271	235439.1846	902236.0959	235455.0187	902221.5817	21.4797747757
-42.455644152	231068.1873	902813.2499	231042.2965	902836.9376	35.0918887501
-42.4536847702	230562.9616	903582.5995	230572.7567	903573.6385	13.2756734316
-42.3977400686	230019.0195	902263.5769	230011.8289	902270.1423	9.73700187349
-42.3624827814	232022.3956	900486.8417	232033.1558	900477.0292	14.5625224573
-42.3298524919	232118.0935	901456.9378	232146.8433	901430.7501	38.8889011302
-42.3216623845	232054.4115	900440.0536	232059.4071	900435.5045	6.75650280397
-42.2836030171	231519.734	902146.6879	231511.9685	902153.7499	10.4964200633
-42.2723974571	229483.0517	904164.507	229488.1303	904159.8903	6.86338814493
-42.2706504372	229474.1593	904110.3205	229479.7908	904105.2015	7.61038456706
-42.2290680413	232011.0466	901354.4999	231973.7274	901388.3734	50.39976876
-42.2097248783	229816.6402	904135.0624	229840.3432	904113.5625	32.0012173052
-42.2088817009	231159.6874	904383.6251	231184.5624	904361.0628	33.5830761888
-42.2041644373	231535.3592	902162.0627	231544.2496	902154.0002	12.0017964659
-42.1401718619	229531.8786	904954.055	229528.6187	904957.0047	4.39632552634
-42.1376379846	229087.0929	903580.9243	229076.6799	903590.3456	14.04248777
-42.1282856335	229260.9722	903470.3497	229269.5472	903462.5939	11.5621390197
-42.0499234595	228212.2309	903537.9598	228200.5921	903548.4578	15.6738530464
-41.9886144047	230145.2551	904612.6662	230148.1904	904610.0243	3.94912923263
-41.9871735394	230545.3903	903710.7501	230553.5152	903703.4377	10.9309283125
-41.9841186669	230014.6327	904679.8652	230011.256	904682.9039	4.54266448465
-41.9821712216	230655.9372	903681.3751	230632.7651	903702.2263	31.1724038186
-41.9637293562	230792.3187	902551.407	230800.1804	902544.3373	10.5729364413
-41.9059545974	234245.9389	901424.5093	234258.7875	901412.9785	17.2640050568
-41.8861709471	230921.9258	903025.3884	230926.8334	903020.9872	6.59204817994
-41.8785504218	230764.2729	902577.3224	230774.5681	902568.092	13.8271988179
-41.87854379	230770.9381	902585.7965	230765.0905	902591.0393	7.85374927262
-41.8767586891	230848.8445	904266.138	230843.4214	904270.9999	7.28341164174
-41.8460964015	231190.0372	904414.8018	231218.8362	904389.0108	38.6595147693
-41.8212935722	231875.7117	900608.5682	231880.928	900603.9008	6.99960059375
-41.7727844363	228925.4059	904295.8125	228918.9685	904301.5627	8.63162318306
-41.7596299577	231872.4477	900622.2145	231889.6186	900606.8837	23.0189755537
-41.7450199918	232397.558	901931.2321	232425.2029	901906.5624	37.051782605
-41.7305583334	229632.0535	902165.9396	229624.6346	902172.5567	9.94113120306
-41.6625809128	230066.6247	902614.6876	230043.5156	902635.25	30.9328756577
-41.6480346136	232236.4433	901534.6917	232227.1715	901542.9375	12.408041463
-41.6343329752	232316.9687	902000.0004	232343.4058	901976.5001	35.372084423
-41.6278629832	230632.7651	903702.2263	230630.4468	903704.2866	3.10150785686
-41.5769181804	230085.984	902597.6252	230082.2499	902600.9378	4.99167522724
-41.5315638958	234258.7875	901412.9785	234276.0844	901397.6585	23.1059548495
-41.5160540607	233148.9062	902169.7499	233175.4529	902146.2501	35.4537428322
-41.4949238667	228758.625	903291.0002	228782.7187	903269.6877	32.1672043532
-41.4749089397	231883.2028	901282.375	231919.1452	901250.6039	47.9714385131
-41.4412072047	231162.3785	904439.2216	231190.0372	904414.8018	36.8962100692
-41.4258820997	234022.8784	902605.8904	234014.6711	902613.1327	10.9458066207
-41.4232289609	234904.93	902125.254	234900.1561	902129.4662	6.36653359991
-41.4201042275	232048.5194	900460.6032	232055.437	900454.5002	9.22495521613
-41.4192462425	232040.8435	900467.375	232048.5194	900460.6032	10.2360498246
-41.4046982874	230385.2966	903527.3128	230342.3434	903565.1874	57.2665933591
-41.3524520116	229782.071	902854.8955	229785.4968	902851.8803	4.56371960705
-41.347000187	230082.2499	902600.9378	230066.6247	902614.6876	20.8135502729
-41.3462674619	229512.6771	905303.0409	229508.3138	905306.8804	5.81206909441
-41.2855445897	229465.6222	904179.1666	229470.3546	904175.0112	6.29785351728
-41.2605157756	234270.627	901415.7439	234242.6145	901440.3193	37.2646003747
-41.2364207288	229497.8429	904141.8152	229483.7076	904154.2056	18.7970401482
-41.2239453615	230630.4468	903704.2866	230608.375	903723.6253	29.3453518122
-41.2053582017	230488.4528	903530.5	230507.7967	903513.5625	25.7111916013
-41.1863643759	229470.3546	904175.0112	229474.9719	904170.971	6.13536269138
